Time_(s), Base_Joint_Velocity_(rad/s), Shoulder_Joint_Velocity_(rad/s), Elbow_Joint_Velocity_(rad/s), Wrist_Pitch_Joint_Velocity_(rad/s), Wrist_Roll_Joint_Velocity_(rad/s)
27.167, 0.02096, 0.21159, -0.19346, -0.04169, -0.31753
27.178, 0.02006, 0.20382, -0.18618, -0.03975, -0.30280
27.189, 0.01916, 0.19604, -0.17890, -0.03786, -0.28846
27.200, 0.01825, 0.18826, -0.17162, -0.03602, -0.27446
27.211, 0.01736, 0.18048, -0.16434, -0.03422, -0.26081
27.222, 0.01649, 0.17270, -0.15706, -0.03247, -0.24750
27.233, 0.01564, 0.16493, -0.14979, -0.03076, -0.23455
27.244, 0.01481, 0.15715, -0.14250, -0.02910, -0.22194
27.256, 0.01400, 0.14937, -0.13523, -0.02749, -0.20968
27.267, 0.01322, 0.14159, -0.12795, -0.02592, -0.19777
27.278, 0.01246, 0.13382, -0.12065, -0.02440, -0.18621
27.289, 0.01172, 0.12603, -0.11345, -0.02293, -0.17499
27.300, 0.01101, 0.11830, -0.10642, -0.02150, -0.16413
27.311, 0.01031, 0.11077, -0.09964, -0.02011, -0.15361
27.322, 0.00964, 0.10349, -0.09308, -0.01877, -0.14344
27.333, 0.00900, 0.09647, -0.08674, -0.01748, -0.13362
27.344, 0.00837, 0.08969, -0.08062, -0.01624, -0.12414
27.356, 0.00777, 0.08316, -0.07473, -0.01504, -0.11502
27.367, 0.00719, 0.07687, -0.06906, -0.01388, -0.10624
27.378, 0.00663, 0.07084, -0.06361, -0.01278, -0.09781
27.389, 0.00609, 0.06504, -0.05839, -0.01171, -0.08973
27.400, 0.00558, 0.05950, -0.05339, -0.01070, -0.08200
27.411, 0.00509, 0.05420, -0.04862, -0.00973, -0.07462
27.422, 0.00462, 0.04915, -0.04407, -0.00880, -0.06758
27.433, 0.00418, 0.04435, -0.03974, -0.00793, -0.06089
27.444, 0.00376, 0.03979, -0.03564, -0.00709, -0.05455
27.456, 0.00336, 0.03548, -0.03176, -0.00631, -0.04856
27.467, 0.00298, 0.03142, -0.02810, -0.00557, -0.04292
27.478, 0.00262, 0.02760, -0.02467, -0.00488, -0.03763
27.489, 0.00229, 0.02403, -0.02146, -0.00423, -0.03268
27.500, 0.00198, 0.02071, -0.01847, -0.00363, -0.02808
27.511, 0.00169, 0.01764, -0.01571, -0.00307, -0.02383
27.522, 0.00143, 0.01481, -0.01317, -0.00256, -0.01993
27.533, 0.00118, 0.01223, -0.01085, -0.00210, -0.01637
27.544, 0.00096, 0.00989, -0.00876, -0.00168, -0.01317
27.556, 0.00077, 0.00780, -0.00689, -0.00131, -0.01031
27.567, 0.00059, 0.00596, -0.00525, -0.00098, -0.00780
27.578, 0.00044, 0.00437, -0.00383, -0.00070, -0.00564
27.589, 0.00031, 0.00302, -0.00263, -0.00047, -0.00383
27.600, 0.00020, 0.00192, -0.00166, -0.00028, -0.00236
27.611, 0.00012, 0.00107, -0.00090, -0.00014, -0.00125
27.622, 0.00005, 0.00046, -0.00038, -0.00004, -0.00048
27.633, 0.00001, 0.00010, -0.00007, 0.00001, -0.00006
